genename	geneID	chr	strand	start	stop 0
Map4k3	NM_001081357	chr17	-	80979851	81127518 147667
Lrrc7	NM_001081358	chr3	-	157747402	158225185 477783
Ubr5	NM_001081359	chr15	-	37897082	38008603 111521
Ubr5	NM_001112721	chr15	-	37897082	38008603 111521
Camsap1l1	NM_001081360	chr1	-	138164699	138242692 77993
Mosc1	NM_001081361	chr1	-	186610645	186635192 24547
Trrap	NM_001081362	chr5	+	145529653	145620642 90989
Cenpf	NM_001081363	chr1	-	191464492	191511998 47506
0610010O12Rik	NM_001081365	chr18	+	36508277	36553024 44747
Vps8	NM_001081366	chr16	+	21423260	21644753 221493
Kctd17	NM_001081367	chr15	+	78259061	78269733 10672
Tbccd1	NM_001081368	chr16	-	22813287	22857580 44293
Ccdc153	NM_001081369	chr9	+	44048759	44055389 6630
Shank2	NM_001081370	chr7	+	151470289	151608580 138291
Dmxl1	NM_001081371	chr18	+	49992666	50124739 132073
382044	NM_001081372	chr8	-	95580625	95603916 23291
Cep164	NM_001081373	chr9	-	45575028	45636721 61693
Prss36	NM_001081374	chr7	-	135076151	135090239 14088
Pcdh9	NM_001081377	chr14	-	93412919	94287951 875032
C330002I19Rik	NM_001081378	chr12	+	25659796	25744562 84766
Ankrd11	NM_001081379	chr8	-	125407220	125565991 158771
Tmem103	NM_001081381	chr9	+	110207695	110224606 16911
Zfp777	NM_001081382	chr6	-	47974186	47998113 23927
Mll3	NM_001081383	chr5	-	24777611	25004601 226990
Pcdh11x	NM_001081385	chrX	+	117403935	118020059 616124
Cdh19	NM_001081386	chr1	-	112785771	112873928 88157
Ctcfl	NM_001081387	chr2	-	172919109	172945026 25917
Rimbp2	NM_001081388	chr5	-	129266275	129459237 192962
Nlrp6	NM_001081389	chr7	+	148106800	148114439 7639
Palld	NM_001081390	chr8	-	63993819	64381487 387668
Csmd3	NM_001081391	chr15	-	47412183	48623535 1211352
Mdn1	NM_001081392	chr4	+	32744093	32862192 118099
Armc4	NM_001081393	chr18	-	7088230	7297899 209669
0610007L01Rik	NM_001081394	chr5	+	130695613	130719635 24022
Amotl1	NM_001081395	chr9	-	14346410	14419473 73063
Wdr67	NM_001081396	chr15	+	57743845	57801623 57778
Myo16	NM_001081397	chr8	+	10153922	10633950 480028
Prss33	NM_001081399	chr17	-	23970831	23973032 2201
1810013L24Rik	NM_001081400	chr16	+	8830229	8859017 28788
Adamts3	NM_001081401	chr5	-	90105945	90312431 206486
Wdr70	NM_001081402	chr15	-	7823054	8049209 226155
Klhl14	NM_001081403	chr18	-	21708877	21810869 101992
Vmn2r28	NM_001081405	chr7	-	5432057	5445453 13396
Ppil5	NM_001081406	chr12	+	70269834	70279997 10163
Plb1	NM_001081407	chr5	+	32541456	32666729 125273
Agmat	NM_001081408	chr4	+	141302589	141315178 12589
Phf20l1	NM_001081409	chr15	+	66409132	66476817 67685
Sclt1	NM_001081411	chr3	-	41430626	41546408 115782
Bcr	NM_001081412	chr10	+	74523640	74647668 124028
Unc13b	NM_001081413	chr4	+	43071838	43277745 205907
Grm5	NM_001081414	chr7	+	94750950	95282655 531705
Samd1	NM_001081415	chr8	+	86521570	86524285 2715
Fndc1	NM_001081416	chr17	-	7931432	7997839 66407
Chd7	NM_001081417	chr4	+	8618067	8793956 175889
Gltscr1	NM_001081418	chr7	-	16556610	16584844 28234
Dip2a	NM_001081419	chr10	-	75725793	75808003 82210
BC026590	NM_001081420	chr4	+	56815221	56822477 7256
Galntl1	NM_001081421	chr12	+	81619976	81704883 84907
A230054D04Rik	NM_001081422	chr5	-	42178670	42235543 56873
Ttll5	NM_001081423	chr12	+	87165659	87394850 229191
Chrna10	NM_001081424	chr7	-	109259779	109265227 5448
Rbm24	NM_001081425	chr13	+	46513668	46526468 12800
Dip2c	NM_001081426	chr13	+	9275771	9668171 392400
Fam184a	NM_001081428	chr10	-	53352951	53470715 117764
Ccdc15	NM_001081429	chr9	-	37083419	37155959 72540
Nat12	NM_001081430	chr14	+	49791915	49810706 18791
Zfp498	NM_001081431	chr5	+	146044211	146052338 8127
Ptprq	NM_001081432	chr10	-	106954415	107157083 202668
Ankrd44	NM_001081433	chr1	-	54702183	54983188 281005
Osbpl7	NM_001081434	chr11	+	96912133	96930218 18085
Fbxo47	NM_001081435	chr11	-	97715620	97745433 29813
Ino80d	NM_001081436	chr1	-	63094374	63160808 66434
Ino80d	NM_001114609	chr1	-	63094374	63160808 66434
Wdr86	NM_001081441	chr5	-	24218086	24236476 18390
Iqck	NM_001081446	chr7	+	125999288	126116166 116878
Vmn2r84	NM_001081448	chr10	-	129822855	129831297 8442
Vmn2r54	NM_001081449	chr7	-	13200581	13221483 20902
Nin	NM_001081453	chr12	-	71112421	71203841 91420
Furin	NM_001081454	chr7	-	87534079	87550321 16242
Plcd4	NM_001081456	chr1	+	74589462	74612551 23089
Ppp2r5c	NM_001081457	chr12	+	111723948	111821271 97323
Ppp2r5c	NM_001081458	chr12	+	111723948	111809900 85952
Sh2b1	NM_001081459	chr7	-	133610512	133618644 8132
Gtf2ird1	NM_001081463	chr5	-	134834516	134932581 98065
Gtf2ird1	NM_001081462	chr5	-	134834516	134932581 98065
Gtf2ird1	NM_001081467	chr5	-	134834516	134932581 98065
Gtf2ird1	NM_001081464	chr5	-	134833530	134932581 99051
Gtf2ird1	NM_001081466	chr5	-	134833530	134932581 99051
Gtf2ird1	NM_001081469	chr5	-	134833530	134932581 99051
Gtf2ird1	NM_001081470	chr5	-	134833530	134932581 99051
Gtf2ird1	NM_001081465	chr5	-	134833530	134932132 98602
Gtf2ird1	NM_001081468	chr5	-	134833530	134932581 99051
Gtf2ird1	NM_020331	chr5	-	134833530	134932581 99051
ENSMUSG00000058057	NM_001081471	chr15	+	100165359	100170600 5241
Zxdb	NM_001081473	chrX	+	91969907	91975530 5623
Nasp	NM_001081475	chr4	-	116273656	116300098 26442
Brwd3	NM_001081477	chrX	-	105937546	106029660 92114
Fbxo9	NM_001081490	chr9	-	77929305	77956831 27526
Cartpt	NM_001081493	chr13	-	100668438	100670638 2200
Cartpt	NM_013732	chr13	-	100668438	100670638 2200
Tbc1d8b	NM_001081499	chrX	+	136219534	136288757 69223
Ubr3	NM_001081548	chr2	+	69735348	69862070 126722
Ubr3	NM_177783	chr2	+	69735348	69862070 126722
Rcan1	NM_001081549	chr16	-	92392197	92466384 74187
Ano3	NM_001081556	chr2	-	110528127	110790401 262274
Camta1	NM_001081557	chr4	-	150433634	151235855 802221
EG625480	NM_001081564	chrX	+	8421119	8426733 5614
Ssxb8	NM_001081565	chrX	-	8262457	8267970 5513
Pik3r6	NM_001081566	chr11	+	68316520	68366200 49680
Pik3r6	NM_001004435	chr11	+	68316520	68366200 49680
Mapk10	NM_001081567	chr5	-	103336966	103640353 303387
Mapk10	NM_009158	chr5	-	103336966	103640353 303387
Ccnd3	NM_001081636	chr17	+	47641999	47736637 94638
Ccnd3	NM_001081635	chr17	+	47641999	47736637 94638
Xlr4a	NM_001081642	chrX	-	70319683	70327846 8163
Xlr3b	NM_001081643	chrX	+	70437517	70448269 10752
Gm428	NM_001081644	chr4	+	73329417	73333463 4046
OTTMUSG00000019001	NM_001081648	chrX	+	144615266	144659253 43987
Rgs3	NM_001081650	chr4	+	62280705	62320880 40175
9530096D07Rik	NM_001081651	chr4	-	131858108	131859227 1119
AB182283	NM_001081652	chr11	-	6497825	6506057 8232
Cntnap5c	NM_001081653	chr17	+	57908992	58549765 640773
Tex264	NM_001081654	chr9	-	106561076	106588279 27203
Dact3	NM_001081655	chr7	+	17460702	17472650 11948
EG240055	NM_001081656	chr17	+	26551834	26578740 26906
EG546282	NM_001081657	chrX	-	24330287	24352290 22003
Dytn	NM_001081658	chr1	-	63669424	63733501 64077
C86695	NM_001081662	chr8	+	23069185	23074775 5590
Btnl7	NM_001081663	chr17	-	34669821	34684585 14764
4833423E24Rik	NM_001081664	chr2	-	85324248	85359092 34844
Ccdc129	NM_001081665	chr6	+	55787011	55928592 141581
EG245376	NM_001081666	chrX	-	23534827	23536060 1233
Klhl34	NM_001081667	chrX	+	154256366	154258301 1935
Rhox2d	NM_001081669	chrX	+	34907916	34912222 4306
EG546325	NM_001081670	chrX	+	72082534	72088694 6160
1700042B14Rik	NM_001081671	chrX	-	151559523	151582392 22869
Fam43b	NM_001081672	chr4	-	137950006	137952381 2375
Zfp800	NM_001081678	chr6	-	28189930	28211601 21671
Tomt	NM_001081679	chr7	-	109048321	109054873 6552
Zfp72	NM_001081680	chr13	-	74508873	74514014 5141
Gnb1l	NM_001081682	chr16	+	18498860	18566772 67912
Zfp295	NM_001081684	chr16	-	98168598	98183774 15176
Zfp295	NM_001081685	chr16	-	98168598	98183774 15176
Zfp295	NM_175428	chr16	-	98168598	98183774 15176
381484	NM_001081687	chr3	-	15848069	15906332 58263
Tmprss9	NM_001081688	chr10	+	80342560	80362239 19679
Dnmt3l	NM_001081695	chr10	+	77505031	77526360 21329
EG665378	NM_001081746	chr1	+	85196185	85210337 14152
Zfp664	NM_001081750	chr5	+	125343172	125369000 25828
E030049G20Rik	NM_001081756	chr1	-	127810212	128727209 916997
E030049G20Rik	NM_176957	chr1	-	127810212	128727209 916997
Dux	NM_001081954	chr10	-	57693398	57695423 2025
Sfrs17b	NM_001081956	chrX	-	34148177	34185421 37244
OTTMUSG00000000971	NM_001081957	chr11	+	83517557	83519771 2214
Clasp2	NM_001081960	chr9	+	113721703	113828815 107112
Clasp2	NM_029633	chr9	+	113721703	113828815 107112
2300005B03Rik	NM_001081961	chr15	-	74573268	74577117 3849
Sap25	NM_001081962	chr5	+	138082700	138084126 1426
9430020K01Rik	NM_001081963	chr18	+	4634951	4682867 47916
Gm1337	NM_001081971	chr2	-	118524838	118529699 4861
Mfap1b	NM_001081975	chr2	-	121287401	121299759 12358
Rnf144a	NM_001081977	chr12	-	26991662	27100135 108473
Rnf144a	NM_080563	chr12	-	26991662	27100135 108473
Amelx	NM_001081978	chrX	-	165614045	165625141 11096
Mecp2	NM_001081979	chrX	-	71272160	71330975 58815
Nfix	NM_001081981	chr8	-	87231497	87298268 66771
Nfix	NM_001081982	chr8	-	87231497	87324239 92742
Nfix	NM_010906	chr8	-	87231497	87324239 92742
LOC666244	NM_001081983	chrX	-	133508560	133511413 2853
Popdc2	NM_001081984	chr16	+	38362258	38378300 16042
Mcart6	NM_001082412	chrX	-	133515654	133572837 57183
Sh3d19	NM_001082414	chr3	+	85888355	85934443 46088
Ndor1	NM_001082476	chr2	-	25100338	25110903 10565
Efr3b	NM_001082483	chr12	-	3962553	4038915 76362
Snx27	NM_001082484	chr3	-	94304601	94386624 82023
5730601F06Rik	NM_001082485	chr9	-	20299519	20325861 26342
5730601F06Rik	NM_001135019	chr9	-	20299519	20325861 26342
Pla2g2a	NM_001082531	chr4	+	138387790	138391104 3314
Pigyl	NM_001082532	chr9	+	21961352	21962798 1446
4933407P14Rik	NM_001082535	chr11	+	104047640	104052480 4840
Mkl1	NM_001082536	chr15	-	80842710	81021160 178450
EG408196	NM_001082542	chr16	+	36210488	36217874 7386
Stfa1	NM_001082543	chr16	+	36277233	36285457 8224
Stfa2	NM_001082545	chr16	-	36404031	36408355 4324
BC100530	NM_001082546	chr16	-	36359467	36367656 8189
EG433016	NM_001082547	chr16	+	36184297	36188196 3899
Spint2	NM_001082548	chr7	-	30041348	30066978 25630
Spint2	NM_011464	chr7	-	30041348	30066978 25630
Trim21	NM_001082552	chr7	-	109706435	109713983 7548
Trim21	NM_009277	chr7	-	109706435	109713983 7548
Rab27b	NM_001082553	chr18	-	70138784	70301244 162460
Crygc	NM_001082573	chr1	-	65118105	65120095 1990
Itgam	NM_001082960	chr7	+	135206153	135262005 55852
Itgam	NM_008401	chr7	+	135206153	135262005 55852
Snrpn	NM_001082961	chr7	-	67127387	67242494 115107
Snrpn	NM_001082962	chr7	-	67127387	67285105 157718
OTTMUSG00000019010	NM_001082966	chrX	+	144923491	144955989 32498
Neurl2	NM_001082974	chr2	-	164656231	164659167 2936
2310014G06Rik	NM_001082975	chr14	-	56516121	56519030 2909
Tc2n	NM_001082976	chr12	-	102886811	102956653 69842
Pphln1	NM_001083114	chr15	+	93228849	93322343 93494
Pphln1	NM_175363	chr15	+	93228849	93322343 93494
Pphln1	NM_146062	chr15	+	93228849	93322343 93494
Terf2	NM_001083118	chr8	-	109599418	109620445 21027
Enah	NM_001083121	chr1	-	183834575	183950082 115507
Enah	NM_008680	chr1	-	183834575	183950082 115507
Enah	NM_010135	chr1	-	183834575	183950082 115507
Enah	NM_001083120	chr1	-	183834575	183950082 115507
Lhx6	NM_001083125	chr2	-	35937472	35960928 23456
Lhx6	NM_008500	chr2	-	35937472	35960928 23456
Lhx6	NM_001083127	chr2	-	35937472	35959580 22108
Lhx6	NM_001083126	chr2	-	35937472	35959580 22108
Lig1	NM_001083188	chr7	+	13864613	13896776 32163
OTTMUSG00000000541	NM_001083311	chr13	+	23341106	23342192 1086
Gbp6	NM_001083312	chr3	+	142193301	142213047 19746
St7	NM_001083315	chr6	+	17699215	17893022 193807
St7	NM_022332	chr6	+	17699215	17893022 193807
Pdgfra	NM_001083316	chr5	+	75552190	75594229 42039
Slc35a4	NM_001083317	chr18	+	36838868	36843516 4648
Slc35a4	NM_026404	chr18	+	36838868	36843516 4648
Etv3	NM_001083318	chr3	+	87329506	87344078 14572
Etv3	NM_012051	chr3	+	87329506	87344078 14572
Ubp1	NM_001083319	chr9	+	113840121	113886319 46198
Ubp1	NM_013699	chr9	+	113840121	113886319 46198
Magi1	NM_001083320	chr6	-	93625448	93863707 238259
Magi1	NM_001083321	chr6	-	93631471	93863548 232077
Klrk1	NM_001083322	chr6	-	129560338	129573859 13521
Gtpbp5	NM_001083328	chr2	+	179805356	179820607 15251
Gtpbp5	NM_001083329	chr2	+	179805356	179820607 15251
Gtpbp5	NM_028422	chr2	+	179805356	179820607 15251
Gtpbp5	NM_181424	chr2	+	179805356	179820607 15251
Nup88	NM_001083331	chr11	-	70756583	70783464 26881
Bin1	NM_001083334	chr18	+	32536870	32595394 58524
Bin1	NM_009668	chr18	+	32536870	32595394 58524
Mboat2	NM_001083341	chr12	+	25516480	25645164 128684
Mboat2	NM_026037	chr12	+	25516480	25645164 128684
Ptchd2	NM_001083342	chr4	-	147610965	147662074 51109
Tns3	NM_001083587	chr11	-	8331654	8564590 232936
Cacna1d	NM_001083616	chr14	-	30853124	31166672 313548
Ttll9	NM_001083618	chr2	+	152788220	152834218 45998
AK220484	NM_001083628	chr18	+	10325160	10562939 237779
Rusc1	NM_001083807	chr3	-	88887900	88897318 9418
Rusc1	NM_028188	chr3	-	88887900	88897318 9418
Rusc1	NM_001083808	chr3	-	88887900	88893953 6053
Slc43a1	NM_001083809	chr2	+	84680782	84703743 22961
2600010E01Rik	NM_001083810	chr2	-	101554441	101637864 83423
1600012H06Rik	NM_001083880	chr17	+	15080233	15082944 2711
1600012H06Rik	NM_001083881	chr17	+	15080233	15082944 2711
1600012H06Rik	NM_001083882	chr17	+	15080233	15082944 2711
1600012H06Rik	NM_026451	chr17	+	15080233	15082944 2711
2210415F13Rik	NM_001083884	chr11	+	58192533	58204043 11510
2210415F13Rik	NM_027339	chr11	+	58192533	58204043 11510
Pars2	NM_001083887	chr4	+	106323673	106327885 4212
4932441B19Rik	NM_001083890	chr13	+	65134365	65139312 4947
Liph	NM_001083894	chr16	-	21953890	21995615 41725
Srpx2	NM_001083895	chrX	+	130442964	130466989 24025
Srpx2	NM_026838	chrX	+	130442964	130466989 24025
Mpzl1	NM_001083897	chr1	-	167522311	167564661 42350
Mpzl1	NM_001001880	chr1	-	167522311	167564661 42350
Hiatl1	NM_001083901	chr13	-	65166337	65214246 47909
Hiatl1	NM_133680	chr13	-	65166337	65214246 47909
Slc12a8	NM_001083902	chr16	+	33518680	33664221 145541
Sbsn	NM_001083903	chr7	+	31536489	31541153 4664
Sbsn	NM_172205	chr7	+	31536489	31541153 4664
Fetub	NM_001083904	chr16	+	22920294	22939841 19547
Fetub	NM_021564	chr16	+	22920294	22939841 19547
Fetub	NM_001083905	chr16	+	22918454	22939841 21387
Nr3c2	NM_001083906	chr8	+	79426406	79767538 341132
1810019J16Rik	NM_001083916	chr4	+	133074878	133086705 11827
1810019J16Rik	NM_133707	chr4	+	133074878	133086705 11827
Scn3b	NM_001083917	chr9	+	40076800	40099203 22403
Scn3b	NM_153522	chr9	+	40076800	40099203 22403
Scn3b	NM_178227	chr9	+	40076800	40099203 22403
OTTMUSG00000010657	NM_001083918	chr4	+	146506201	146554688 48487
Xirp2	NM_001083919	chr2	+	67284058	67364661 80603
Rbck1	NM_001083921	chr2	-	152142069	152158124 16055
Wbp1	NM_001083922	chr6	-	83069037	83071455 2418
Wbp1	NM_001083923	chr6	-	83069037	83071455 2418
Wbp1	NM_016757	chr6	-	83069037	83071455 2418
Oas1b	NM_001083925	chr5	+	121262646	121274169 11523
Tle3	NM_001083928	chr9	+	61220180	61266304 46124
Tle3	NM_009389	chr9	+	61220180	61266304 46124
Tle3	NM_001083927	chr9	+	61220180	61266304 46124
Gpx3	NM_001083929	chr11	+	54716354	54723889 7535
Pth1r	NM_001083935	chr9	-	110624588	110646190 21602
Pth1r	NM_001083936	chr9	-	110624588	110645114 20526
Slc35a2	NM_001083937	chrX	+	7461369	7471153 9784
Rnaset2a	NM_001083938	chr17	-	8321462	8340653 19191
Rshl2b	NM_001083945	chr17	-	7109064	7152705 43641
Car1	NM_001083957	chr3	-	14766213	14778460 12247
Zfp655	NM_001083958	chr5	+	145992583	145999191 6608
Tcf4	NM_001083967	chr18	+	69505374	69847621 342247
Rhox2e	NM_001085348	chrX	+	34784986	34831309 46323
OTTMUSG00000017155	NM_001085351	chrX	+	34995515	34999818 4303
Arid1b	NM_001085355	chr17	+	4995073	5347656 352583
Rhox2f	NM_001085356	chrX	+	34985927	34990666 4739
Speg	NM_001085370	chr1	+	75382184	75428879 46695
Speg	NM_001085371	chr1	+	75378688	75401140 22452
Mcc	NM_001085373	chr18	-	44584713	44971894 387181
Mcc	NM_001085374	chr18	-	44584713	44821920 237207
Pappa2	NM_001085376	chr1	-	160641861	160887569 245708
Myh7b	NM_001085378	chr2	+	155436947	155460043 23096
Anxa9	NM_001085383	chr3	-	95100015	95110726 10711
1600014C10Rik	NM_001085385	chr7	+	38968235	38982584 14349
Mylc2pl	NM_001085387	chr5	+	137170116	137176964 6848
Dusp5	NM_001085390	chr19	+	53603807	53615812 12005
Spaca5	NM_001085393	chrX	+	20645531	20655089 9558
Sdccag3	NM_001085407	chr2	-	26238319	26244808 6489
Sdccag3	NM_001085408	chr2	-	26238319	26244808 6489
Sdccag3	NM_026563	chr2	-	26238319	26244808 6489
Steap3	NM_001085409	chr1	-	122122992	122167659 44667
OTTMUSG00000010322	NM_001085412	chr4	+	143309357	143319061 9704
OTTMUSG00000010429	NM_001085414	chr4	-	143484139	143490283 6144
Zfp467	NM_001085416	chr6	-	48386611	48395089 8478
Zfp467	NM_001085415	chr6	-	48386611	48395089 8478
Zfp467	NM_001085417	chr6	-	48377690	48395824 18134
Pramel5	NM_001085418	chr4	-	143860535	143870369 9834
OTTMUSG00000010432	NM_001085419	chr4	+	143689782	143700004 10222
Tspyl5	NM_001085421	chr15	-	33613629	33617638 4009
Smcr8	NM_001085440	chr11	+	60591026	60601789 10763
Ctnnd1	NM_001085450	chr2	-	84440937	84490844 49907
Ctnnd1	NM_001085448	chr2	-	84440937	84490844 49907
Ctnnd1	NM_007615	chr2	-	84440937	84490844 49907
Ctnnd1	NM_001085449	chr2	-	84440937	84490844 49907
Ctnnd1	NM_001085453	chr2	-	84440937	84490745 49808
Acin1	NM_001085472	chr14	-	55260997	55272538 11541
Acin1	NM_001085473	chr14	-	55260997	55305768 44771
Rere	NM_001085492	chr4	+	149656024	149996075 340051
2310030N02Rik	NM_001085493	chr4	-	10978194	11003335 25141
Arfgef2	NM_001085495	chr2	+	166631073	166723551 92478
Slc25a43	NM_001085497	chrX	+	34283709	34317197 33488
Chmp6	NM_001085498	chr11	+	119775149	119780866 5717
Gm595	NM_001085499	chrX	-	46194642	46230890 36248
Cisd3	NM_001085500	chr11	+	97547265	97549939 2674
Ppp1r3d	NM_001085501	chr2	-	178145911	178149177 3266
Nt5c1a	NM_001085502	chr4	+	122878795	122893450 14655
Aadacl3	NM_001085503	chr4	-	144043673	144053659 9986
Gm436	NM_001085504	chr4	-	144259839	144276271 16432
Gm572	NM_001085505	chr4	+	148017425	148045681 28256
Magea10	NM_001085506	chrX	-	69627208	69632197 4989
Zbtb34	NM_001085507	chr2	-	33261627	33286844 25217
4930500O05Rik	NM_001085508	chr4	+	43681842	43705539 23697
Myom3	NM_001085509	chr4	+	135315629	135371479 55850
4932429P05Rik	NM_001085511	chrX	+	86997606	87000830 3224
E030025P04Rik	NM_001085512	chr11	-	109000604	109005683 5079
Fam131c	NM_001085513	chr4	+	140924134	140940090 15956
1700101E01Rik	NM_001085514	chr2	-	28907416	28910579 3163
AI464131	NM_001085515	chr4	-	41442636	41450109 7473
AA416372	NM_001085516	chr4	+	101613011	101615788 2777
Rp23-357i14.1	NM_001085518	chr2	+	122310676	122353776 43100
OTTMUSG00000008445	NM_001085520	chr4	+	101659444	101662836 3392
OTTMUSG00000015750	NM_001085521	chr2	+	149656668	149830128 173460
OTTMUSG00000011097	NM_001085522	chr4	-	145728598	145749009 20411
OTTMUSG00000016453	NM_001085523	chrX	+	5246184	5248144 1960
OTTMUSG00000002205	NM_001085527	chr11	+	99809788	99810865 1077
Slc2a7	NM_001085529	chr4	+	149523080	149542591 19511
OTTMUSG00000011268	NM_001085533	chr4	+	88439645	88441201 1556
EG546335	NM_001085534	chrX	+	75370805	75375742 4937
OTTMUSG00000007589	NM_001085535	chr11	+	117722141	117726857 4716
OTTMUSG00000010750	NM_001085536	chr4	-	144293093	144311307 18214
OTTMUSG00000010431	NM_001085539	chr4	-	143554422	143556853 2431
OTTMUSG00000010438	NM_001085540	chr4	-	143581021	143584272 3251
OTTMUSG00000010552	NM_001085541	chr4	+	143920151	143923368 3217
OTTMUSG00000010546	NM_001085542	chr4	-	144144902	144155037 10135
OTTMUSG00000016407	NM_001085543	chrX	+	3907010	3908970 1960
OTTMUSG00000017866	NM_001085544	chrX	+	75110096	75115372 5276
LOC664987	NM_001085546	chr2	-	174887049	174893264 6215
OTTMUSG00000002198	NM_001085548	chr11	+	99646513	99647571 1058
OTTMUSG00000008561	NM_001085549	chr4	+	114079328	114287703 208375
OTTMUSG00000016406	NM_001085551	chrX	-	3665477	3667437 1960
OTTMUSG00000016437	NM_001085554	chrX	-	3993613	3995573 1960
Tcp11	NM_001085555	chr17	-	28203691	28217584 13893
Mpzl3	NM_001093749	chr9	+	44863299	44882971 19672
Ptchd1	NM_001093750	chrX	-	152004278	152057870 53592
Sfrs11	NM_001093752	chr3	-	157673456	157699561 26105
Sfrs11	NM_001093753	chr3	-	157673456	157694630 21174
Dennd2d	NM_001093754	chr3	+	106285368	106303972 18604
Ogfod1	NM_001093757	chr8	+	96561182	96591822 30640
Ogfod1	NM_177767	chr8	+	96561182	96591822 30640
2410002O22Rik	NM_001093759	chr13	-	104932232	104968546 36314
2410002O22Rik	NM_001093760	chr13	-	104932232	104968546 36314
2410002O22Rik	NM_025879	chr13	-	104932232	104968546 36314
Myadm	NM_001093764	chr7	+	3289038	3299350 10312
Myadm	NM_001093765	chr7	+	3290556	3299350 8794
Myadm	NM_001093766	chr7	+	3293028	3299350 6322
Myt1l	NM_001093776	chr12	+	30219769	30608074 388305
Myt1l	NM_001093778	chr12	+	30213248	30608074 394826
Myt1l	NM_008666	chr12	+	30213248	30608074 394826
Myt1l	NM_001093775	chr12	+	30213248	30608074 394826
C1s	NM_001097617	chr6	-	124480361	124492377 12016
Kif26a	NM_001097621	chr12	+	113384469	113419958 35489
Trerf1	NM_001097623	chr17	+	47277890	47496407 218517
Ccnyl1	NM_001097644	chr1	+	64737918	64772216 34298
OTTMUSG00000015806	NM_001097977	chr2	-	150912521	150918086 5565
EG546400	NM_001097980	chrX	-	151321345	151324810 3465
Pcdh10	NM_001098170	chr3	+	45182319	45238501 56182
Pcdh10	NM_001098171	chr3	+	45182319	45227633 45314
Pcdh10	NM_001098172	chr3	+	45182319	45203520 21201
