genename	geneID	chr	strand	start	stop
Rbms2	NM_001039080	chr10	-	127566525	127617353
Mier1	NM_001039081	chr4	+	102791994	102838354
Mrpl1	NM_001039084	chr5	+	96639133	96668703
Rapgef1	NM_001039086	chr2	+	29475239	29595883
Rapgef1	NM_054050	chr2	+	29475239	29595883
Rapgef1	NM_001039087	chr2	+	29475239	29595883
Seh1l	NM_001039088	chr18	+	67934529	67955141
Sel1l	NM_001039089	chr12	-	93044482	93087567
Sel1l	NM_011344	chr12	-	93044482	93087567
Skil	NM_001039090	chr3	+	30993986	31021499
Skil	NM_011386	chr3	+	30993986	31021499
Tom1l2	NM_001039093	chr11	-	60054071	60166407
Negr1	NM_001039094	chr3	+	156224757	156979411
Glt6d1	NM_001039095	chr2	-	25649486	25671356
Rasa4	NM_001039103	chr5	+	136559785	136587730
Trpm1	NM_001039104	chr7	+	71298720	71414645
Kcnrg	NM_001039105	chr14	+	62226318	62230753
Ddhd1	NM_001039106	chr14	-	46212848	46277778
Ddhd1	NM_001042719	chr14	-	46212848	46277778
Ddhd1	NM_176845	chr14	-	46212848	46277778
Acsbg2	NM_001039114	chr17	-	56982526	57013870
OTTMUSG00000000421	NM_001039115	chr13	+	21570784	21577374
Dmrtc1b	NM_001039116	chrX	+	99903242	99910548
Klra33	NM_001039118	chr6	-	129994056	130015320
Defb26	NM_001039120	chr2	-	152333533	152337428
Defb43	NM_001039121	chr14	+	63630607	63636925
Kncn	NM_001039124	chr4	+	115557004	115560569
EG654465	NM_001039125	chr14	+	63616938	63619903
Asb1	NM_001039126	chr1	+	93437141	93456167
Scoc	NM_001039137	chr8	-	85958391	85982290
Camk2g	NM_001039138	chr14	-	21554096	21613238
Camk2g	NM_178597	chr14	-	21554096	21613238
Camk2g	NM_001039139	chr14	-	21554096	21613238
Nlrp5	NM_001039143	chr7	+	24170915	24226940
Nlrp5	NM_011860	chr7	+	24170915	24226940
B430211C08Rik	NM_001039146	chr7	-	15146519	15208415
Morf4l1	NM_001039147	chr9	-	89986506	90009600
Morf4l1	NM_024431	chr9	-	89986506	90009600
Cd226	NM_001039149	chr18	+	89366818	89439719
Cd226	NM_178687	chr18	+	89366818	89439719
Cd44	NM_001039150	chr2	-	102651299	102741771
Cd44	NM_009851	chr2	-	102651299	102741771
Cd44	NM_001039151	chr2	-	102651299	102741771
Tect1	NM_001039153	chr5	-	122691523	122714563
Cdh8	NM_001039154	chr8	-	101552668	101940357
Triobp	NM_001039155	chr15	+	78778153	78799272
Triobp	NM_001039156	chr15	+	78778153	78836299
Triobp	NM_138579	chr15	+	78778153	78836299
Ube2j2	NM_001039157	chr4	+	155317959	155333713
Ube2j2	NM_021402	chr4	+	155317959	155333713
Ube2j2	NM_001039158	chr4	+	155317959	155333713
Ube2j2	NM_001039159	chr4	+	155317959	155333713
Gvin1	NM_001039160	chr7	-	113043632	113102484
Gvin1	NM_029000	chr7	-	113043632	113102484
Clip2	NM_001039162	chr5	-	134965255	135028304
Clip2	NM_009990	chr5	-	134965255	135028304
Eif4e2	NM_001039169	chr1	+	89110513	89125433
Eif4e2	NM_001039170	chr1	+	89110488	89125433
Dok6	NM_001039173	chr18	-	89470526	89938528
Elovl1	NM_001039175	chr4	+	118100697	118105521
Elovl1	NM_019422	chr4	+	118100697	118105521
Elovl1	NM_001039176	chr4	+	118102305	118105521
Bicd2	NM_001039179	chr13	+	49436907	49482394
Bicd2	NM_001039180	chr13	+	49436907	49482394
Bicd2	NM_029791	chr13	+	49436907	49482394
Npr3	NM_001039181	chr15	-	11769651	11835429
Npr3	NM_008728	chr15	-	11769651	11835429
Rreb1	NM_001039188	chr13	+	37919245	38027403
Gmfg	NM_001039192	chr7	+	29225955	29231914
Aifm2	NM_001039194	chr10	+	61178035	61200941
Gria2	NM_001039195	chr3	-	80495413	80606713
Zfhx2	NM_001039198	chr14	-	55680495	55710890
C230096C10Rik	NM_001039200	chr4	+	138908531	138934645
C230096C10Rik	NM_146157	chr4	+	138908531	138934645
Hdhd2	NM_001039201	chr18	+	77183162	77210910
Hdhd2	NM_001039202	chr18	+	77182853	77200792
OTTMUSG00000010671	NM_001039209	chr4	+	146549974	146887529
Mex3c	NM_001039214	chr18	+	73732358	73752232
EG433178	NM_001039218	chr18	+	44187522	44191862
EG619597	NM_001039219	chr1	+	95887085	95908116
AI429214	NM_001039220	chr8	+	38056635	38057788
EG622139	NM_001039222	chr3	-	144542288	144558975
OTTMUSG00000015762	NM_001039223	chr2	+	119000244	119003300
EG625424	NM_001039228	chr5	-	112782820	112785053
C230055K05Rik	NM_001039231	chr5	-	105242186	105289087
OTTMUSG00000010105	NM_001039233	chr4	+	146034924	146036119
Nlrp1c	NM_001039234	chr11	-	71055931	71098734
Dcpp2	NM_001039238	chr17	+	24035688	24037754
EG630579	NM_001039239	chr13	+	62231260	62275296
631784	NM_001039240	chrX	-	57689226	57709370
March10	NM_001039242	chr11	-	105262967	105318049
EG632778	NM_001039243	chr7	-	26399639	26400867
EG633640	NM_001039244	chr13	+	120276845	120284312
EG638695	NM_001039250	chr14	+	51981414	52189657
EG639396	NM_001039251	chr9	+	72539356	72542857
EG639653	NM_001039252	chr18	-	77423007	77425102
Kcnd3	NM_001039347	chr3	+	105255247	105476920
Nolc1	NM_001039351	chr19	+	46150448	46160020
Nolc1	NM_001039352	chr19	+	46150448	46160020
Nolc1	NM_001039353	chr19	+	46150448	46160020
Nolc1	NM_053086	chr19	+	46150448	46160020
Lin7a	NM_001039354	chr10	+	106708886	106862199
Lin7a	NM_001033223	chr10	+	106708886	106862199
Hmga1	NM_001039356	chr17	+	27693526	27700616
Hmga1	NM_001025427	chr17	+	27693526	27700616
Hmga1	NM_016660	chr17	+	27693526	27700616
Tsc2	NM_001039363	chr17	-	24732881	24769574
Tsc2	NM_011647	chr17	-	24732881	24769574
Mobp	NM_001039364	chr9	+	120058859	120085209
Mobp	NM_008614	chr9	+	120058859	120085209
Mobp	NM_001039365	chr9	+	120058859	120078494
Polr2k	NM_001039368	chr15	+	36103771	36106767
Mtcp1	NM_001039373	chrX	-	72655780	72661882
Pde4dip	NM_001039376	chr3	-	97493751	97692630
Vgf	NM_001039385	chr5	+	137506164	137509221
Nelf	NM_001039386	chr2	+	24909917	24918401
Nelf	NM_001039387	chr2	+	24909917	24918401
Nelf	NM_020276	chr2	+	24909917	24918401
Wdr37	NM_001039388	chr13	-	8802213	8870976
Wdr37	NM_001039389	chr13	-	8849724	8870288
Pkig	NM_001039391	chr2	+	163484189	163551894
Pkig	NM_001039390	chr2	+	163484189	163551894
Rab43	NM_001039394	chr6	-	87738846	87761822
Trim46	NM_001039466	chr3	-	89038098	89049121
Kif21b	NM_001039472	chr1	+	138027976	138074591
Tcerg1	NM_001039474	chr18	+	42671191	42735439
Slco6b1	NM_001039475	chr1	-	98802752	98894137
4933421E11Rik	NM_001039478	chr3	+	106487900	106539494
Klhl20	NM_001039482	chr1	-	163018508	163061568
Tmco1	NM_001039483	chr1	+	169238895	169264109
Kcnj10	NM_001039484	chr1	+	174271339	174304216
Fam38b	NM_001039485	chr18	-	63170517	63190072
4933421E11Rik	NM_001039488	chr3	+	106524599	106539494
4933421E11Rik	NM_028081	chr3	+	106524599	106539494
Plekhm3	NM_001039493	chr1	-	64835694	65003305
1700019N12Rik	NM_001039494	chr19	-	6996915	6999870
Ccdc108	NM_001039495	chr1	-	74948653	74982173
Wfdc10	NM_001039501	chr2	+	164481545	164482868
OTTMUSG00000004966	NM_001039502	chr11	-	99443862	99444991
Lipe	NM_001039507	chr7	-	26164545	26175125
Pnkd	NM_001039509	chr1	+	74331607	74400266
Adora1	NM_001039510	chr1	-	136095798	136132008
Ivns1abp	NM_001039511	chr1	+	153191627	153203928
Ivns1abp	NM_001039512	chr1	+	153191678	153211575
Ivns1abp	NM_054102	chr1	+	153191678	153211575
Dhps	NM_001039514	chr8	+	87595658	87599060
Arl4a	NM_001039515	chr12	-	40759877	40764574
B020018G12Rik	NM_001039518	chr1	-	177907906	177909247
Gtf2a2	NM_001039519	chr9	+	69860361	69870654
Dnm2	NM_001039520	chr9	+	21229436	21311568
Rrn3	NM_001039521	chr16	+	13780801	13814934
Leo1	NM_001039522	chr9	+	75289394	75314239
Parp14	NM_001039530	chr16	-	35832963	35871468
Zfp784	NM_001039532	chr7	-	4986047	4990036
Pdxdc1	NM_001039533	chr16	-	13834022	13903228
Pstk	NM_001039534	chr7	+	138514672	138531352
Pigl	NM_001039536	chr11	+	62271962	62327402
Lif	NM_001039537	chr11	+	4167097	4172517
Mlf1	NM_001039543	chr3	+	67178018	67203922
Mlf1	NM_010801	chr3	+	67178018	67203922
Mup3	NM_001039544	chr4	-	61744510	61748346
Myh2	NM_001039545	chr11	+	66984528	67011018
Myo6	NM_001039546	chr9	+	80012847	80159536
2210404J11Rik	NM_001039552	chr17	+	15178575	15201196
Angptl7	NM_001039554	chr4	-	147869388	147874571
Cyp2c68	NM_001039555	chr19	-	39763325	39815591
E130016E03Rik	NM_001039556	chr4	+	11486077	11542954
4922505G16Rik	NM_001039557	chr2	-	157034285	157105281
C030030A07Rik	NM_001039558	chr6	-	136778451	136783971
Gcnt7	NM_001039560	chr2	-	172275812	172284096
Ankrd37	NM_001039562	chr8	-	47082261	47085221
EG546038	NM_001039563	chr8	+	19140792	19142780
Defb30	NM_001039566	chr14	-	63652923	63656670
Evi5l	NM_001039578	chr8	+	4166587	4208046
Abca3	NM_001039581	chr17	+	24489062	24547146
Abca3	NM_013855	chr17	+	24489062	24547146
Glyctk	NM_001039586	chr9	-	106055190	106060469
Glyctk	NM_174846	chr9	-	106055190	106060469
1700015E13Rik	NM_001039593	chr1	+	172238991	172242256
Edem3	NM_001039644	chr1	+	153602498	153669458
Asphd1	NM_001039645	chr7	-	134089521	134093095
Gbp10	NM_001039646	chr5	-	105644717	105668552
EG634650	NM_001039647	chr5	-	105752063	105775478
Oprm1	NM_001039652	chr10	-	3308331	3557940
Lhx3	NM_001039653	chr2	-	26055731	26062076
Rasgrf1	NM_001039655	chr9	+	89804612	89810685
Mtl5	NM_001039657	chr19	+	3388868	3407785
Mtl5	NM_001039658	chr19	+	3388888	3398168
Krt40	NM_001039666	chr11	-	99398798	99404472
Iffo1	NM_001039669	chr6	+	125095268	125111794
Slc39a2	NM_001039676	chr14	+	52513319	52515868
Slc30a2	NM_001039677	chr4	+	133898984	133908580
Prhoxnb	NM_001039678	chr5	-	148126559	148133916
Eif4e1b	NM_001039683	chr13	+	54885380	54888837
Mks1	NM_001039684	chr11	+	87666752	87677181
Rhox4a	NM_001039688	chrX	+	34805421	34810070
Rhox4c	NM_001039689	chrX	+	34894843	34899631
Arhgap12	NM_001039692	chr18	-	6024447	6136096
Arhgap12	NM_029277	chr18	-	6024447	6136096
Rhox4d	NM_001039695	chrX	+	34929041	34933682
Rhox4f	NM_001039696	chrX	-	35017401	35022193
Rhox4g	NM_001039698	chrX	-	35061007	35065834
Pkd1l3	NM_001039700	chr8	+	112138416	112196492
Il1rn	NM_001039701	chr2	+	24200937	24206894
Coq10b	NM_001039710	chr1	+	55109613	55129546
Coq10b	NM_026424	chr1	+	55109613	55129546
9030619P08Rik	NM_001039720	chr15	-	75258035	75262259
Tmem120b	NM_001039723	chr5	+	123526345	123567454
Fdx1l	NM_001039824	chr9	-	20871963	20878004
Strn4	NM_001039878	chr7	+	17401702	17426278
Strn4	NM_133789	chr7	+	17401702	17426278
Asxl1	NM_001039939	chr2	+	153171874	153229743
Zfp606	NM_001039951	chr7	+	13063653	13068063
Ahnak	NM_001039959	chr19	+	9063773	9151409
1200003I07Rik	NM_001039965	chr8	-	72229036	72240789
1200003I07Rik	NM_001039967	chr8	-	72229036	72240789
Sco1	NM_001040026	chr11	+	66866205	66880942
OTTMUSG00000020946	NM_001040027	chr1	-	18250604	18255161
OTTMUSG00000016293	NM_001040055	chr2	+	164540804	164543568
Sytl2	NM_001040085	chr7	+	97497208	97558949
Sytl2	NM_031394	chr7	+	97497208	97558949
Sytl2	NM_001040086	chr7	+	97529155	97558949
Sytl2	NM_001040087	chr7	+	97535490	97558949
Sytl2	NM_001040088	chr7	+	97535490	97558949
Rhox3f	NM_001040089	chrX	-	35037824	35076191
Aak1	NM_001040106	chr6	+	86799499	86953221
Aak1	NM_177762	chr6	+	86799499	86953221
Arap1	NM_001040111	chr7	+	108496581	108561100
Arap1	NM_001040112	chr7	+	108526635	108561100
Tmem141	NM_001040130	chr2	-	25475585	25477522
Eif4g2	NM_001040131	chr7	-	118211498	118226517
Eif4g2	NM_013507	chr7	-	118211498	118226517
4930408O21Rik	NM_001040136	chr7	-	127802809	127813857
4930408O21Rik	NM_001040137	chr7	-	127802867	127813764
Ddx17	NM_001040187	chr15	-	79358125	79377171
Ddx17	NM_199080	chr15	-	79358125	79377171
1110020G09Rik	NM_001040395	chr15	+	9001017	9040244
1110020G09Rik	NM_001085410	chr15	+	9001017	9040244
2810407C02Rik	NM_001040396	chr3	+	58380592	58397466
Larp2	NM_001040399	chr3	+	40754552	40781715
Tet2	NM_001040400	chr3	-	133126640	133207256
Flot2	NM_001040403	chr11	+	77851466	77873934
Flot2	NM_008028	chr11	+	77851466	77873934
Thsd4	NM_001040426	chr9	-	59817515	60358842
Tacc3	NM_001040435	chr5	+	34000777	34014846
Shroom4	NM_001040459	chrX	+	5977262	6210835
C1qtnf5	NM_001040632	chr9	+	43915328	43917270
C1qtnf5	NM_001040631	chr9	+	43915328	43917270
Cdkn2a	NM_001040654	chr4	-	88920376	88928096
382277	NM_001040669	chrX	-	24704608	24728581
Clmn	NM_001040682	chr12	-	106001323	106103286
Clmn	NM_053155	chr12	-	106001323	106103286
Med15	NM_001040683	chr16	-	17651313	17722983
Med15	NM_033609	chr16	-	17651313	17722983
Hsd3b7	NM_001040684	chr7	+	134944108	134947316
Hsd3b7	NM_133943	chr7	+	134944108	134947316
Zfp692	NM_001040686	chr11	+	58120581	58128115
Zfp692	NM_182996	chr11	+	58120581	58128115
Rspo4	NM_001040689	chr2	+	151668662	151700404
Rap1gds1	NM_001040690	chr3	-	138588869	138738114
Rap1gds1	NM_145544	chr3	-	138588869	138738114
Ung	NM_001040691	chr5	+	114580463	114589330
Slc6a18	NM_001040692	chr13	-	73801484	73815449
Uevld	NM_001040695	chr7	-	54178585	54213791
Nlrp1b	NM_001040696	chr11	-	70966603	71044235
Mtmr7	NM_001040699	chr8	-	41635512	41720090
BC051019	NM_001040700	chr7	-	116855694	116867332
Pex10	NM_001042407	chr4	+	154441199	154446515
Txnl4a	NM_001042408	chr18	+	80403605	80409471
Lepre1	NM_001042411	chr4	+	118906433	118921582
Cabyr	NM_001042418	chr18	+	12899856	12913651
Cabyr	NM_001042419	chr18	+	12899856	12913651
Cabyr	NM_001042420	chr18	+	12899856	12913651
Cabyr	NM_027687	chr18	+	12899856	12913651
Cabyr	NM_181731	chr18	+	12899856	12913651
Kntc1	NM_001042421	chr5	+	124199735	124271602
Snca	NM_001042451	chr6	-	60681566	60778990
Golga7	NM_001042484	chr8	-	24351797	24367516
Golga7	NM_020585	chr8	-	24351797	24367516
Tmem183a	NM_001042485	chr1	-	136242673	136258576
Tmem183a	NM_020588	chr1	-	136242673	136258576
Dlgap4	NM_001042487	chr2	+	156547014	156590099
Dlgap4	NM_001042488	chr2	+	156546783	156590099
Hvcn1	NM_001042489	chr5	+	122659745	122692306
Anapc5	NM_001042491	chr5	-	123237469	123271289
Anapc5	NM_021505	chr5	-	123237469	123271289
Rabl3	NM_001042499	chr16	+	37539998	37572471
5830415L20Rik	NM_001042501	chr5	+	3543833	3570546
Pitx2	NM_001042502	chr3	+	128916884	128922508
Trim71	NM_001042503	chr9	-	114420390	114473440
Pitx2	NM_001042504	chr3	+	128902841	128922508
Txnrd1	NM_001042513	chr10	+	82321924	82360469
Txnrd1	NM_015762	chr10	+	82321924	82360469
Txnrd1	NM_001042514	chr10	+	82323018	82360469
Txnrd1	NM_001042523	chr10	+	82296695	82360469
Blm	NM_001042527	chr7	-	87599976	87679987
Cacna1b	NM_001042528	chr2	-	24462089	24618567
Capg	NM_001042534	chr6	+	72499442	72512974
Akap1	NM_001042541	chr11	-	88692105	88725863
Akap4	NM_001042542	chrX	+	6645338	6655732
Bxdc1	NM_001042556	chr10	-	39943051	39966785
Map2k7	NM_001042557	chr8	+	4238864	4247897
Cd27	NM_001042564	chr6	-	125182639	125187045
Cd27	NM_001033126	chr6	-	125182639	125187045
Wsb1	NM_001042565	chr11	-	79052889	79056526
Lhx9	NM_001042577	chr1	-	140727523	140739021
Cd63	NM_001042580	chr10	+	128345974	128349874
Arrdc3	NM_001042591	chr13	+	81022682	81035303
Arrdc4	NM_001042592	chr7	-	75881879	75894124
Hbs1l	NM_001042593	chr10	+	21015784	21088695
Hbs1l	NM_019702	chr10	+	21015784	21088695
Cd74	NM_001042605	chr18	+	60963502	60972306
Cd74	NM_010545	chr18	+	60963502	60972306
Sstr2	NM_001042606	chr11	+	113485570	113486680
Ryk	NM_001042607	chr9	+	102737253	102810637
Ryk	NM_013649	chr9	+	102737253	102810637
Cp	NM_001042611	chr3	+	19857053	19907609
Nlrp9c	NM_001042612	chr7	-	27149905	27179262
Sepp1	NM_001042613	chr15	+	3220686	3230508
Sepp1	NM_001042614	chr15	+	3220810	3230508
Htra3	NM_001042615	chr5	-	36004207	36022431
Cadps	NM_001042617	chr14	-	13205076	13655593
Cadps	NM_012061	chr14	-	13205076	13655593
Dhx15	NM_001042620	chr5	-	52544562	52581758
Phc1	NM_001042623	chr6	-	122267748	122286940
Phc1	NM_007905	chr6	-	122267748	122286940
Lcn5	NM_001042630	chr2	+	25513474	25517750
Nusap1	NM_001042652	chr2	+	119444033	119475896
Nusap1	NM_133851	chr2	+	119444033	119475896
Oip5	NM_001042653	chr2	-	119435267	119444196
Tbc1d17	NM_001042655	chr7	-	52096145	52104449
Smad7	NM_001042660	chr18	+	75527018	75555588
ENSMUSG00000053178	NM_001042670	chr5	+	4192366	4197651
Prei4	NM_001042672	chr2	-	132358460	132403984
Fancc	NM_001042673	chr13	-	63406016	63533053
Rbpms	NM_001042674	chr8	-	34893115	35040313
Rbpms	NM_019733	chr8	-	34893115	35040313
Rbpms	NM_001042675	chr8	-	34914428	35040261
4831426I19Rik	NM_001042699	chr12	-	106168158	106236887
Ilf3	NM_001042709	chr9	+	21172446	21206247
Ilf3	NM_001042708	chr9	+	21172446	21206247
Prssl1	NM_001042710	chr10	-	79244218	79251730
Amy2-2	NM_001042711	chr3	-	113052095	113061617
Amy2-1	NM_001042712	chr3	-	113052097	113061600
9330128J19Rik	NM_001042714	chr13	-	97186088	97241115
Ccdc135	NM_001042715	chr8	+	97579002	97602041
Calcr	NM_001042725	chr6	-	3635719	3713623
Pcdh8	NM_001042726	chr14	-	80166590	80171107
Pcdh8	NM_021543	chr14	-	80166590	80171107
Rarg	NM_001042727	chr15	-	102065370	102076877
Slc22a18	NM_001042760	chr7	+	150661020	150685237
Proc	NM_001042767	chr18	-	32282779	32299224
Proc	NM_001042768	chr18	-	32282779	32297859
Sema3b	NM_001042779	chr9	-	107500445	107511572
Cd22	NM_001043317	chr7	-	31650422	31665361
Eml1	NM_001043335	chr12	+	109661025	109777774
Eml1	NM_001043336	chr12	+	109648864	109777774
Rorb	NM_001043354	chr19	-	19011057	19185686
Mtap6	NM_001043355	chr7	+	106416856	106485647
Cacna1i	NM_001044308	chr15	+	80117667	80228722
Rad17	NM_001044371	chr13	-	101387118	101420980
Rad17	NM_011233	chr13	-	101387118	101420980
Hhipl1	NM_001044380	chr12	+	109544479	109566510
Prok1	NM_001044382	chr3	-	107038448	107042625
Ubtf	NM_001044383	chr11	-	102165873	102178601
Zfx	NM_001044386	chrX	-	91319969	91368743
Zfx	NM_011768	chrX	-	91319969	91368743
Zfp2	NM_001044697	chr11	-	50712213	50729646
Zfp2	NM_001044698	chr11	-	50712213	50729646
Zfp2	NM_001044699	chr11	-	50712213	50729646
Zfp2	NM_001044700	chr11	-	50712213	50729646
Zscan21	NM_001044703	chr5	+	138558186	138575487
Zscan21	NM_001044704	chr5	+	138558186	138575487
Zscan21	NM_001044705	chr5	+	138558186	138575487
Zscan21	NM_011757	chr5	+	138558186	138575487
Zfp41	NM_001044718	chr15	+	75447114	75455725
Zfp41	NM_011759	chr15	+	75447114	75455725
Abcc9	NM_001044720	chr6	-	142536381	142650794
Abcc9	NM_021041	chr6	-	142536381	142650794
Abcc9	NM_011511	chr6	-	142536381	142650794
Abcc9	NM_021042	chr6	-	142536381	142650794
Slc7a2	NM_001044740	chr8	+	41947746	42007424
Cacnb3	NM_001044741	chr15	+	98462611	98474961
Gcdh	NM_001044744	chr8	-	87410285	87417820
Gcdh	NM_008097	chr8	-	87410285	87417820
Zfp68	NM_001044747	chr5	-	139044879	139060906
Zfp68	NM_013844	chr5	-	139044879	139060906
Banf2	NM_001044750	chr2	+	143858837	143899715
Hsd11b1	NM_001044751	chr1	-	195047834	195068554
Ifi203	NM_001045481	chr1	-	175850533	175872623
Rbak	NM_001045482	chr5	-	143933867	143942437
Rbak	NM_021326	chr5	-	143933867	143942437
Mapk1ip1	NM_001045483	chr7	-	146027500	146037923
Mapk1ip1	NM_027115	chr7	-	146027500	146037923
Mef2b	NM_001045484	chr8	+	72676741	72691387
Mef2b	NM_008578	chr8	+	72676741	72691387
Zfp180	NM_001045486	chr7	+	24866962	24892234
Mfge8	NM_001045489	chr7	-	86278653	86293934
Mfge8	NM_008594	chr7	-	86278653	86293934
Raph1	NM_001045513	chr1	-	60540028	60623660
Akna	NM_001045514	chr4	-	63028161	63064479
4933404M19Rik	NM_001045516	chr11	+	78006893	78019265
C530008M07Rik	NM_001045518	chr9	-	76338511	76393611
Clint1	NM_001045520	chr11	+	45665514	45724127
Gm249	NM_001045521	chr11	-	59186170	59189155
BC030499	NM_001045522	chr11	+	78104333	78107247
Bahd1	NM_001045523	chr2	+	118727350	118750260
AK129341	NM_001045524	chr9	-	8076632	8134253
Cyb5d1	NM_001045525	chr11	-	69207113	69208848
A430084P05Rik	NM_001045526	chr11	-	70604433	70626063
Hsf5	NM_001045527	chr11	+	87430693	87473044
Morc3	NM_001045529	chr16	+	93832500	93876318
Ccnjl	NM_001045530	chr11	+	43342285	43400499
Spata22	NM_001045531	chr11	+	73143242	73159546
OTTMUSG00000000651	NM_001045532	chr13	+	27941270	27949577
March4	NM_001045533	chr1	-	72473685	72583138
OTTMUSG00000000720	NM_001045535	chr13	-	33924213	33935277
Zzef1	NM_001045536	chr11	+	72609727	72740622
547127	NM_001045538	chr17	-	6446631	6448804
Xlr5a	NM_001045539	chrX	-	70352973	70363041
OTTMUSG00000005523	NM_001045540	chr11	-	48718157	48740661
OTTMUSG00000005737	NM_001045542	chr11	+	58246060	58255124
OTTMUSG00000000990	NM_001045543	chr11	-	83325237	83335677
Mup2	NM_001045550	chr4	-	60149719	60152729
AI449175	NM_001045553	chr8	-	72134552	72149033
Wfdc15b	NM_001045554	chr2	-	164040189	164047399
Wfdc15b	NM_138685	chr2	-	164040189	164047399
Tulp2	NM_001045555	chr7	+	52769075	52777973
Pick1	NM_001045558	chr15	+	79059837	79079896
C920016K16Rik	NM_001045559	chr17	+	33130087	33142402
Rbm15	NM_001045807	chr3	-	107129027	107136198
Rdbp	NM_001045863	chr17	+	34987335	34993317
Rdbp	NM_001045864	chr17	+	34987335	34993317
Rdbp	NM_138580	chr17	+	34987335	34993317
Snrpa	NM_001046637	chr7	-	27972024	27980745
Net1	NM_001047159	chr13	-	3881808	3892824
Dph3	NM_001047433	chr14	-	32893747	32898799
Dph3	NM_172254	chr14	-	32893747	32898799
Pard6a	NM_001047436	chr8	+	108225069	108227394
Ttc21b	NM_001047604	chr2	-	66022385	66094674
1110017D15Rik	NM_001048005	chr4	-	41452041	41464366
Agtpbp1	NM_001048008	chr13	-	59594764	59658680
Dusp16	NM_001048054	chr6	-	134665490	134742646
Dusp16	NM_130447	chr6	-	134665490	134742646
Rpl38	NM_001048057	chr11	+	114529894	114533645
Rpl38	NM_023372	chr11	+	114529894	114533645
Rpl38	NM_001048058	chr11	+	114530073	114533645
Bdnf	NM_001048139	chr2	+	109516053	109567200
Bdnf	NM_001048141	chr2	+	109532592	109567200
Bdnf	NM_001048142	chr2	+	109533773	109567200
Mon1b	NM_001048143	chr8	+	116159485	116169079
4930481F22Rik	NM_001048145	chr8	+	116167112	116179433
4930481F22Rik	NM_029139	chr8	+	116167112	116179433
Azi2	NM_001048146	chr9	+	117949616	117969602
Ghr	NM_001048147	chr15	-	3277524	3421487
Zgpat	NM_001048148	chr2	+	181100194	181115498
Mtap6	NM_001048167	chr7	+	106415956	106468862
Nfyc	NM_001048168	chr4	-	120430039	120504180
Adam28	NM_001048175	chr14	-	69224083	69273899
Cerkl	NM_001048176	chr2	-	79172647	79269145
Jak2	NM_001048177	chr19	+	29326317	29387570
Jak2	NM_008413	chr19	+	29326317	29387570
Ghr	NM_001048178	chr15	-	3277524	3533230
Ccl27	NM_001048179	chr4	-	41716342	41721007
Agbl5	NM_001048192	chr5	+	31191351	31209039
